iter	Passed	Remaining
823	12711	64420
824	12729	64418
825	12747	64417
826	12765	64415
827	12783	64412
828	12802	64414
829	12820	64412
830	12838	64408
831	12856	64406
832	12874	64403
833	12892	64400
834	12910	64396
835	12928	64393
836	12949	64404
837	12966	64399
838	12984	64394
839	13001	64388
840	13018	64382
841	13036	64376
842	13045	64331
843	13064	64332
844	13085	64341
845	13106	64354
846	13126	64360
847	13148	64376
848	13173	64408
849	13191	64405
850	13209	64401
851	13227	64397
852	13245	64394
853	13262	64388
854	13281	64386
855	13298	64380
856	13316	64373
857	13333	64366
858	13350	64361
859	13367	64352
860	13391	64373
861	13409	64372
862	13427	64368
863	13445	64365
864	13463	64359
865	13482	64359
866	13500	64355
867	13524	64382
868	13544	64385
869	13565	64398
870	13582	64390
871	13602	64392
872	13621	64392
873	13640	64392
874	13660	64401
875	13682	64413
876	13704	64425
877	13723	64428
878	13741	64422
879	13762	64435
880	13784	64447
881	13803	64449
882	13822	64447
883	13840	64441
884	13858	64438
885	13880	64452
886	13900	64454
887	13923	64475
888	13941	64469
889	13959	64463
890	13976	64455
891	13988	64421
892	14005	64414
893	14023	64409
894	14046	64423
895	14063	64416
896	14081	64408
897	14099	64405
898	14118	64405
899	14137	64402
900	14152	64386
901	14171	64385
902	14190	64381
903	14207	64375
904	14225	64368
905	14243	64361
906	14261	64356
907	14278	64348
908	14303	64373
909	14321	64366
910	14338	64356
911	14355	64349
912	14378	64365
913	14400	64376
914	14420	64378
915	14439	64378
916	14457	64373
917	14475	64364
918	14492	64356
919	14509	64348
920	14527	64339
921	14544	64331
922	14566	64343
923	14585	64339
924	14603	64335
925	14622	64330
926	14638	64318
927	14656	64310
928	14675	64309
929	14694	64307
930	14712	64301
931	14730	64297
932	14749	64292
933	14768	64291
934	14791	64307
935	14809	64302
936	14829	64303
937	14852	64320
938	14872	64321
939	14892	64322
940	14912	64323
941	14930	64320
942	14949	64317
943	14967	64308
944	14990	64322
945	15009	64321
946	15027	64313
947	15045	64307
948	15063	64300
949	15082	64297
950	15102	64299
951	15123	64306
952	15139	64292
953	15157	64284
954	15176	64280
955	15195	64277
956	15213	64273
957	15232	64268
958	15251	64266
959	15269	64260
960	15287	64251
961	15304	64242
962	15322	64234
963	15341	64232
964	15360	64228
965	15382	64238
966	15401	64235
967	15420	64228
968	15437	64221
969	15455	64212
970	15473	64203
971	15490	64194
972	15508	64186
973	15526	64177
974	15544	64170
975	15562	64162
976	15579	64153
977	15596	64140
978	15614	64130
979	15631	64122
980	15649	64113
981	15667	64105
982	15685	64100
983	15702	64086
984	15722	64088
985	15742	64086
986	15761	64083
987	15779	64077
988	15797	64068
989	15814	64058
990	15832	64048
991	15856	64064
992	15877	64069
993	15901	64086
994	15920	64083
995	15943	64093
996	15961	64086
997	15978	64075
998	15997	64069
999	16015	64062
1000	16036	64065
1001	16056	64066
1002	16076	64065
1003	16094	64058
1004	16115	64059
1005	16133	64053
1006	16151	64045
1007	16170	64040
1008	16189	64035
1009	16210	64041
1010	16229	64036
1011	16250	64038
1012	16273	64051
1013	16295	64058
1014	16314	64051
1015	16332	64043
1016	16350	64037
1017	16370	64033
1018	16389	64030
1019	16408	64023
1020	16425	64012
1021	16443	64003
1022	16463	64002
1023	16481	63994
1024	16499	63985
1025	16516	63974
1026	16534	63963
1027	16551	63953
1028	16583	63995
1029	16601	63989
1030	16619	63980
1031	16638	63973
1032	16656	63965
1033	16674	63956
1034	16694	63955
1035	16713	63951
1036	16734	63951
1037	16753	63947
1038	16771	63940
1039	16789	63929
1040	16807	63919
1041	16824	63908
1042	16843	63900
1043	16861	63893
1044	16880	63887
1045	16897	63875
1046	16916	63867
1047	16935	63865
1048	16954	63856
1049	16971	63845
1050	16988	63834
1051	17006	63822
1052	17023	63810
1053	17041	63801
1054	17061	63797
1055	17082	63801
1056	17100	63792
1057	17120	63789
1058	17140	63788
1059	17158	63777
1060	17175	63766
1061	17196	63766
1062	17219	63775
1063	17238	63768
1064	17256	63760
1065	17275	63755
1066	17297	63761
1067	17316	63752
1068	17337	63755
1069	17356	63750
1070	17376	63745
1071	17399	63755
1072	17420	63754
1073	17439	63750
1074	17458	63743
1075	17476	63733
1076	17494	63724
1077	17512	63715
1078	17530	63704
1079	17549	63698
1080	17567	63689
1081	17585	63679
1082	17603	63667
1083	17620	63655
1084	17638	63643
1085	17657	63637
1086	17675	63628
1087	17694	63620
1088	17713	63615
1089	17731	63607
1090	17749	63596
1091	17768	63587
1092	17785	63576
1093	17803	63564
1094	17820	63553
1095	17844	63561
1096	17862	63551
1097	17883	63551
1098	17901	63544
1099	17921	63539
1100	17937	63520
1101	17954	63510
1102	17972	63498
1103	17990	63486
1104	18007	63475
1105	18025	63463
1106	18042	63451
1107	18062	63445
1108	18081	63439
1109	18099	63428
1110	18117	63418
1111	18137	63415
1112	18158	63416
1113	18181	63421
1114	18200	63416
1115	18219	63408
1116	18237	63398
1117	18257	63394
1118	18275	63385
1119	18293	63373
1120	18311	63362
1121	18328	63350
1122	18346	63339
1123	18364	63327
1124	18382	63318
1125	18401	63310
1126	18418	63296
1127	18435	63283
1128	18453	63270
1129	18470	63256
1130	18487	63243
1131	18506	63237
1132	18526	63231
1133	18548	63234
1134	18573	63246
1135	18594	63247
1136	18615	63248
1137	18635	63242
1138	18653	63232
1139	18673	63228
1140	18693	63224
1141	18712	63217
1142	18732	63212
1143	18755	63216
1144	18774	63210
1145	18792	63199
1146	18810	63186
1147	18828	63177
1148	18846	63166
1149	18864	63156
1150	18882	63143
1151	18899	63130
1152	18918	63120
1153	18937	63113
1154	18955	63103
1155	18973	63090
1156	18989	63075
1157	19007	63063
1158	19025	63050
1159	19042	63036
1160	19060	63027
1161	19079	63018
1162	19099	63013
1163	19118	63004
1164	19138	63001
1165	19157	62992
1166	19175	62981
1167	19193	62971
1168	19217	62977
1169	19236	62970
1170	19258	62972
1171	19276	62961
1172	19295	62952
1173	19312	62939
1174	19330	62926
1175	19347	62913
1176	19365	62900
1177	19382	62886
1178	19399	62872
1179	19419	62865
1180	19436	62852
1181	19454	62840
1182	19472	62827
1183	19489	62814
1184	19507	62801
1185	19524	62789
1186	19542	62774
1187	19559	62760
1188	19576	62746
1189	19593	62732
1190	19610	62718
1191	19630	62711
1192	19648	62700
1193	19662	62676
1194	19680	62664
1195	19700	62658
1196	19718	62647
1197	19736	62636
1198	19755	62627
1199	19776	62626
1200	19797	62623
1201	19816	62614
1202	19837	62611
1203	19856	62602
1204	19875	62595
1205	19895	62590
1206	19917	62589
1207	19938	62588
1208	19958	62582
1209	19976	62571
1210	20000	62577
1211	20022	62578
1212	20046	62583
1213	20066	62579
1214	20085	62571
1215	20103	62560
1216	20121	62547
1217	20139	62536
1218	20163	62540
1219	20186	62544
1220	20202	62527
1221	20225	62530
1222	20245	62523
1223	20262	62509
1224	20280	62495
1225	20298	62485
1226	20315	62470
1227	20333	62457
1228	20352	62447
1229	20369	62434
1230	20387	62420
1231	20404	62406
1232	20422	62392
1233	20439	62377
1234	20456	62362
1235	20473	62347
1236	20490	62334
1237	20508	62319
1238	20525	62305
1239	20539	62280
1240	20557	62267
1241	20577	62261
1242	20594	62248
1243	20612	62236
1244	20633	62231
1245	20650	62217
1246	20673	62217
1247	20692	62210
1248	20714	62210
1249	20732	62198
1250	20750	62184
1251	20767	62169
1252	20784	62155
1253	20805	62152
1254	20824	62141
1255	20842	62128
1256	20859	62114
1257	20878	62104
1258	20897	62093
1259	20914	62080
1260	20932	62066
1261	20950	62053
1262	20967	62039
1263	20985	62026
1264	21003	62014
1265	21023	62006
1266	21043	62002
1267	21062	61992
1268	21085	61993
1269	21104	61984
1270	21122	61971
1271	21140	61958
1272	21157	61944
1273	21176	61935
1274	21196	61926
1275	21215	61916
1276	21234	61906
1277	21251	61893
1278	21273	61890
1279	21290	61876
1280	21308	61862
1281	21325	61848
1282	21344	61837
1283	21361	61823
1284	21379	61810
1285	21399	61801
1286	21417	61789
1287	21435	61775
1288	21452	61761
1289	21470	61749
1290	21488	61735
1291	21506	61722
1292	21524	61709
1293	21541	61695
1294	21559	61682
1295	21577	61668
1296	21595	61655
1297	21612	61640
1298	21630	61627
1299	21648	61614
1300	21667	61606
1301	21686	61594
1302	21708	61593
1303	21724	61574
1304	21743	61564
1305	21761	61552
1306	21779	61538
1307	21798	61527
1308	21821	61528
1309	21839	61517
1310	21856	61502
1311	21874	61487
1312	21898	61492
1313	21918	61485
1314	21938	61477
1315	21956	61463
1316	21973	61450
1317	21991	61434
1318	22009	61422
1319	22027	61411
1320	22046	61400
1321	22065	61390
1322	22084	61378
1323	22098	61356
1324	22116	61342
1325	22135	61330
1326	22154	61321
1327	22172	61309
1328	22195	61308
1329	22217	61305
1330	22234	61292
1331	22252	61278
1332	22270	61263
1333	22291	61261
1334	22309	61246
1335	22328	61236
1336	22345	61221
1337	22369	61224
1338	22391	61221
1339	22409	61209
1340	22428	61196
1341	22448	61188
1342	22467	61179
1343	22488	61174
1344	22507	61163
1345	22528	61158
1346	22547	61148
1347	22567	61140
1348	22586	61130
1349	22609	61128
1350	22626	61114
1351	22644	61100
1352	22662	61087
1353	22682	61078
1354	22702	61069
1355	22721	61059
1356	22735	61036
1357	22752	61020
1358	22770	61006
1359	22790	60998
1360	22811	60992
1361	22829	60979
1362	22847	60965
1363	22864	60950
1364	22882	60937
1365	22900	60923
1366	22918	60909
1367	22935	60892
1368	22952	60878
1369	22970	60862
1370	22988	60848
1371	23005	60833
1372	23025	60826
1373	23046	60818
1374	23064	60806
1375	23081	60791
1376	23100	60779
1377	23121	60774
1378	23140	60762
1379	23161	60756
1380	23178	60741
1381	23199	60734
1382	23220	60728
1383	23240	60719
1384	23259	60708
1385	23276	60694
1386	23294	60680
1387	23312	60666
1388	23330	60651
1389	23347	60637
1390	23365	60622
1391	23382	60607
1392	23400	60592
1393	23417	60576
1394	23434	60560
1395	23452	60545
1396	23469	60529
1397	23488	60517
1398	23509	60511
1399	23527	60500
1400	23547	60491
1401	23566	60478
1402	23590	60480
1403	23608	60467
1404	23626	60452
1405	23646	60446
1406	23667	60439
1407	23686	60428
1408	23707	60420
1409	23725	60408
1410	23745	60399
1411	23770	60401
1412	23795	60405
1413	23813	60393
1414	23831	60379
1415	23849	60364
1416	23866	60349
1417	23884	60333
1418	23901	60318
1419	23919	60303
1420	23935	60286
1421	23953	60272
1422	23973	60261
1423	23990	60246
1424	24008	60232
1425	24030	60226
1426	24047	60211
1427	24065	60196
1428	24081	60179
1429	24099	60163
1430	24117	60151
1431	24135	60135
1432	24151	60118
1433	24169	60102
1434	24187	60089
1435	24209	60084
1436	24228	60073
1437	24249	60066
1438	24267	60053
1439	24285	60038
1440	24303	60023
1441	24320	60009
1442	24338	59993
1443	24355	59978
1444	24373	59963
1445	24390	59948
1446	24408	59932
1447	24426	59918
1448	24443	59903
1449	24461	59888
1450	24477	59868
1451	24495	59854
1452	24512	59839
1453	24527	59817
1454	24545	59802
1455	24565	59793
1456	24582	59777
1457	24600	59762
1458	24617	59745
1459	24634	59729
1460	24651	59714
1461	24669	59699
1462	24686	59682
1463	24704	59668
1464	24722	59655
1465	24744	59650
1466	24762	59636
1467	24782	59625
1468	24804	59620
1469	24823	59611
1470	24841	59596
1471	24861	59585
1472	24879	59572
1473	24898	59559
1474	24916	59547
1475	24934	59532
1476	24953	59520
1477	24971	59505
1478	24996	59507
1479	25016	59499
1480	25035	59486
1481	25054	59473
1482	25069	59453
1483	25087	59439
1484	25105	59424
1485	25122	59409
1486	25139	59392
1487	25157	59377
1488	25175	59362
1489	25193	59348
1490	25212	59336
1491	25231	59323
1492	25248	59308
1493	25267	59296
1494	25287	59285
1495	25305	59271
1496	25322	59255
1497	25340	59241
1498	25357	59223
1499	25374	59207
1500	25392	59191
1501	25409	59176
1502	25427	59161
1503	25448	59153
1504	25471	59151
1505	25490	59138
1506	25507	59123
1507	25526	59111
1508	25544	59095
1509	25562	59081
1510	25581	59069
1511	25604	59067
1512	25627	59064
1513	25646	59050
1514	25663	59035
1515	25681	59020
1516	25699	59006
1517	25719	58994
1518	25740	58987
1519	25759	58976
1520	25779	58966
1521	25798	58954
1522	25816	58939
1523	25834	58925
1524	25852	58909
1525	25870	58895
1526	25889	58883
1527	25907	58869
1528	25925	58854
1529	25943	58840
1530	25961	58825
1531	25979	58810
1532	25999	58799
1533	26019	58789
1534	26040	58782
1535	26059	58769
1536	26079	58758
1537	26096	58743
1538	26120	58740
1539	26140	58731
1540	26162	58724
1541	26182	58714
1542	26208	58718
1543	26235	58724
1544	26254	58710
1545	26271	58694
1546	26288	58677
1547	26305	58659
1548	26322	58643
1549	26339	58627
1550	26356	58610
1551	26374	58593
1552	26388	58570
1553	26405	58555
1554	26424	58542
1555	26443	58528
1556	26460	58512
1557	26478	58496
1558	26495	58481
1559	26512	58463
1560	26530	58447
1561	26548	58433
1562	26570	58428
1563	26591	58420
1564	26613	58414
1565	26636	58409
1566	26657	58400
1567	26677	58390
1568	26696	58377
1569	26714	58363
1570	26738	58362
1571	26762	58360
1572	26785	58355
1573	26803	58340
1574	26822	58327
1575	26840	58312
1576	26858	58297
1577	26876	58282
1578	26893	58266
1579	26910	58250
1580	26928	58234
1581	26947	58221
1582	26966	58208
1583	26984	58193
1584	27002	58179
1585	27020	58164
1586	27038	58149
1587	27055	58132
1588	27073	58117
1589	27093	58105
1590	27112	58093
1591	27130	58079
1592	27149	58065
1593	27166	58049
1594	27184	58033
1595	27201	58016
1596	27220	58003
1597	27238	57988
1598	27256	57974
1599	27277	57963
1600	27295	57949
1601	27312	57933
1602	27337	57931
1603	27359	57925
1604	27379	57914
1605	27401	57907
1606	27420	57895
1607	27438	57881
1608	27455	57862
1609	27474	57849
1610	27494	57839
1611	27515	57829
1612	27540	57828
1613	27560	57819
1614	27581	57809
1615	27601	57799
1616	27621	57788
1617	27639	57773
1618	27657	57757
1619	27675	57741
1620	27689	57719
1621	27707	57703
1622	27726	57690
1623	27745	57677
1624	27763	57663
1625	27782	57650
1626	27801	57635
1627	27819	57621
1628	27840	57612
1629	27859	57598
1630	27881	57591
1631	27914	57608
1632	27938	57605
1633	27957	57592
1634	27976	57578
1635	27990	57555
1636	28010	57543
1637	28026	57524
1638	28045	57511
1639	28065	57500
1640	28083	57484
1641	28101	57468
1642	28120	57455
