iter	RMSE
268	26.46844416
269	26.46358191
270	26.45580741
271	26.44948748
272	26.43476248
273	26.43360094
274	26.42689769
275	26.41926336
276	26.41700074
277	26.40494318
278	26.38313663
279	26.3707142
280	26.36551984
281	26.35868337
282	26.34887881
283	26.34381308
284	26.32235968
285	26.31364703
286	26.30813293
287	26.30206347
288	26.29100594
289	26.29097561
290	26.27230101
291	26.26681982
292	26.26552423
293	26.25285583
294	26.2437066
295	26.2225929
296	26.21089222
297	26.20803222
298	26.20799809
299	26.19383199
300	26.18907342
301	26.18533555
302	26.18258626
303	26.17447104
304	26.17076007
305	26.16193261
306	26.1600283
307	26.14615512
308	26.13114127
309	26.12968494
310	26.11402679
311	26.10922062
312	26.10350941
313	26.09039493
314	26.0878948
315	26.08666671
316	26.08427762
317	26.07971023
318	26.0757318
319	26.06008835
320	26.05544995
321	26.05030998
322	26.04401924
323	26.04086442
324	26.03172011
325	26.02940931
326	26.02239991
327	26.00859299
328	26.0062321
329	26.00426331
330	25.99911089
331	25.99849615
332	25.9973747
333	25.99686397
334	25.99271354
335	25.99137277
336	25.98588202
337	25.97433855
338	25.96933374
339	25.9679027
340	25.9553123
341	25.95206625
342	25.95073298
343	25.95040353
344	25.94802574
345	25.94707482
346	25.94366369
347	25.93655391
348	25.93569931
349	25.92362179
350	25.91526034
351	25.90758981
352	25.9018519
353	25.8989724
354	25.89228631
355	25.89214331
356	25.88159013
357	25.87672752
358	25.86850956
359	25.8582894
360	25.85126378
361	25.84592903
362	25.84528304
363	25.83671479
364	25.83411309
365	25.82759127
366	25.82228098
367	25.82083753
368	25.8182797
369	25.81623729
370	25.81506306
371	25.81433878
372	25.81070881
373	25.8105735
374	25.80792568
375	25.80508257
376	25.80120227
377	25.79861164
378	25.79652561
379	25.78556441
380	25.78104456
381	25.77850887
382	25.77328984
383	25.77027994
384	25.7674165
385	25.76500836
386	25.76396555
387	25.7595527
388	25.75458696
389	25.75326756
390	25.74940564
391	25.74800521
392	25.74703104
393	25.74087691
394	25.73743976
395	25.73065228
396	25.72830595
397	25.72747233
398	25.72083
399	25.71865042
400	25.71645196
401	25.70984368
402	25.70932889
403	25.70778183
404	25.70073215
405	25.6876831
406	25.68431716
407	25.68348682
408	25.68164172
409	25.67773063
410	25.67659346
411	25.6687934
412	25.66332835
413	25.65969329
414	25.65532782
415	25.65461052
416	25.65020636
417	25.64520501
418	25.63889234
419	25.6374772
420	25.63349706
421	25.63182441
422	25.6242568
423	25.6240239
424	25.61999455
425	25.61083713
426	25.60807651
427	25.60557216
428	25.60401358
429	25.60348073
430	25.60286185
431	25.60034543
432	25.59728379
433	25.59648589
434	25.58995035
435	25.58892017
436	25.5830195
437	25.58065731
438	25.57998804
439	25.57885082
440	25.57864176
441	25.57757287
442	25.57526741
443	25.57474949
444	25.57267605
445	25.56799419
446	25.56766409
447	25.56629387
448	25.56401144
449	25.56303792
450	25.5613665
451	25.56071504
452	25.55982837
453	25.55595311
454	25.55524247
455	25.55323645
456	25.55211508
457	25.55175239
458	25.54876546
459	25.54726356
460	25.5463094
461	25.54511213
462	25.54326802
463	25.54217621
464	25.5382041
465	25.53131679
466	25.52831121
467	25.52725275
468	25.52571158
469	25.52459187
470	25.52314353
471	25.52280198
472	25.52113201
473	25.52106945
474	25.51938791
475	25.51770759
476	25.5141198
477	25.51337964
478	25.5083685
479	25.50324249
480	25.50137908
481	25.50105766
482	25.49579037
483	25.48567219
484	25.48202972
485	25.48045816
486	25.47543057
487	25.4732215
488	25.47256701
489	25.46807206
490	25.46725903
491	25.46667278
492	25.46015047
493	25.45449814
494	25.45261139
495	25.45093658
496	25.44991735
497	25.44481424
498	25.44458594
499	25.441359
500	25.44058334
501	25.43796058
502	25.43692799
503	25.4341005
504	25.4282133
505	25.42206226
506	25.41998379
507	25.4181368
508	25.41657602
509	25.41579067
510	25.41399563
511	25.41094287
512	25.41058416
513	25.4088198
514	25.40489378
515	25.4025211
516	25.40121424
517	25.39928466
518	25.3978535
519	25.39748129
520	25.39307142
521	25.39246076
522	25.39244322
523	25.39175873
524	25.3889923
525	25.38747578
526	25.38491393
527	25.38129559
528	25.38025437
529	25.38004093
530	25.37505139
531	25.36969888
532	25.36525057
533	25.36272434
534	25.36202037
535	25.35866334
536	25.35622049
537	25.35528816
538	25.3546177
539	25.35322779
540	25.35004965
541	25.34836652
542	25.3475191
543	25.34631956
544	25.34514221
545	25.34188251
546	25.34104954
547	25.33993592
548	25.33981526
549	25.33952416
550	25.33792602
551	25.33765832
552	25.33749343
553	25.33478754
554	25.33326278
555	25.33295531
556	25.33223965
557	25.33222328
558	25.33111122
559	25.33016248
560	25.32994891
561	25.32955586
562	25.32886679
563	25.32808754
564	25.32703807
565	25.32629564
566	25.32568214
567	25.32343292
568	25.3217543
569	25.32152916
570	25.32015682
571	25.31797385
572	25.31772712
573	25.31730806
574	25.31645133
575	25.31574241
576	25.31342692
577	25.31321156
578	25.31108316
579	25.30788007
580	25.30444179
581	25.30429104
582	25.30261142
583	25.30149019
584	25.30030637
585	25.29962869
586	25.29812918
587	25.29804851
588	25.29726146
589	25.29666154
590	25.29573082
591	25.29517681
592	25.29285241
593	25.2922135
594	25.29121684
595	25.29012812
596	25.28822745
597	25.28546708
598	25.28514178
599	25.28492781
600	25.28413482
601	25.28359626
602	25.28307447
603	25.28294792
604	25.2798419
605	25.27944347
606	25.27753411
607	25.27719693
608	25.27689917
609	25.27575386
610	25.27550103
611	25.27413299
612	25.27298527
613	25.27283432
614	25.27262896
615	25.2724311
616	25.27178163
617	25.2714349
618	25.27075459
619	25.27054648
620	25.26992853
621	25.26901843
622	25.26859083
623	25.26722692
624	25.26463968
625	25.26458986
626	25.26412786
627	25.26349276
628	25.26160196
629	25.26112295
630	25.25974836
631	25.2589633
632	25.25869518
633	25.25770947
634	25.257607
635	25.25753185
636	25.25644813
637	25.25477902
638	25.25337909
639	25.2512499
640	25.25119006
641	25.25098496
642	25.25047902
643	25.24845895
644	25.24803228
645	25.24795798
646	25.24740004
647	25.24701865
648	25.24678931
649	25.24635853
650	25.24589989
651	25.24468246
652	25.24323149
653	25.24195564
654	25.24123824
655	25.24088969
656	25.24033647
657	25.24012857
658	25.23771404
659	25.23703076
660	25.23693338
661	25.23661631
662	25.23577934
663	25.2352426
664	25.2332687
665	25.23237233
666	25.23216459
667	25.23165088
668	25.23078951
669	25.2303303
670	25.22908795
671	25.2273637
672	25.22706498
673	25.22691576
674	25.22582605
675	25.2255301
676	25.22338116
677	25.22151649
678	25.2204238
679	25.21866559
680	25.21675645
681	25.21538457
682	25.21379701
683	25.21168825
684	25.21141964
685	25.21114329
686	25.2101642
687	25.20994376
688	25.20902271
689	25.20860619
690	25.20801371
691	25.20784679
692	25.20680198
693	25.20653563
694	25.20642842
695	25.20562996
696	25.20473403
697	25.20354127
698	25.20346064
699	25.20295853
700	25.2019924
701	25.20160282
702	25.20121318
703	25.20095028
704	25.2002722
705	25.19935077
706	25.19897077
707	25.19832564
708	25.19792199
709	25.19730242
710	25.19681924
711	25.19630705
712	25.1958656
713	25.19560202
714	25.19535282
715	25.19522353
716	25.19480815
717	25.19465311
718	25.19423366
719	25.19349973
720	25.19290948
721	25.19258597
722	25.19220675
723	25.19193777
724	25.19087063
725	25.19071876
726	25.18967061
727	25.1891372
728	25.1880538
729	25.18795624
730	25.18671134
731	25.18649116
732	25.18620033
733	25.18593679
734	25.18525752
735	25.1849927
736	25.18471526
737	25.18372533
738	25.18319843
739	25.18317683
740	25.18292959
741	25.18255746
742	25.1821174
743	25.18177767
744	25.18101206
745	25.18065908
746	25.18002007
747	25.17989007
748	25.17960088
749	25.17952396
750	25.17901942
751	25.17885335
752	25.17860002
753	25.17758024
754	25.17752742
755	25.17733618
756	25.17710881
757	25.17682323
758	25.17615881
759	25.17574066
760	25.17477377
761	25.17394845
762	25.17357936
763	25.17304052
764	25.17263493
765	25.17235798
766	25.17198068
767	25.17136878
768	25.17115517
769	25.17033531
770	25.16965757
771	25.16937808
772	25.16898056
773	25.16861768
774	25.16813172
775	25.16791162
776	25.16724109
777	25.1665647
778	25.16617403
779	25.16593614
780	25.16572407
781	25.16541818
782	25.16533673
783	25.16518405
784	25.16503655
785	25.16449609
786	25.16438336
787	25.16421035
788	25.16346412
789	25.16321984
790	25.16318955
791	25.16288571
792	25.16267746
793	25.16247455
794	25.1624478
795	25.16235086
796	25.16223668
797	25.16216922
798	25.16196469
799	25.16166161
800	25.16160419
801	25.16140211
802	25.16112825
803	25.16090694
804	25.1601341
805	25.15942794
806	25.15937577
807	25.15904884
808	25.1586687
809	25.15826832
810	25.15816178
811	25.15772228
812	25.15764677
813	25.15759374
814	25.15735335
815	25.15719994
816	25.15714636
817	25.15692664
818	25.15655607
819	25.15616538
820	25.15567507
821	25.1550913
822	25.15493126
823	25.15492261
824	25.15470441
825	25.15430549
826	25.15424923
827	25.15365803
828	25.15358354
829	25.15329277
830	25.15290056
831	25.15287287
832	25.15251475
833	25.15198411
834	25.15185706
835	25.15132257
836	25.1509985
837	25.1505435
838	25.15038503
839	25.14959173
840	25.14947634
841	25.14933942
842	25.14901533
843	25.14884045
844	25.1486693
845	25.1484112
846	25.14820784
847	25.14810641
848	25.14744992
849	25.14737286
850	25.14723002
851	25.14718859
852	25.14708997
853	25.14666373
854	25.14651069
855	25.14628217
856	25.1461392
857	25.14565127
858	25.14543168
859	25.14517448
860	25.14508811
861	25.14501302
862	25.14499102
863	25.14497203
864	25.14464467
865	25.14423423
866	25.1441202
867	25.14347428
868	25.14344622
869	25.14304583
870	25.14299829
871	25.14269436
872	25.14268386
873	25.14260806
874	25.14230923
875	25.14216273
876	25.14204656
877	25.14178023
878	25.1416643
879	25.14158512
880	25.14140029
881	25.14128646
882	25.14122021
883	25.14113004
884	25.14096484
885	25.14044609
886	25.14044169
887	25.13976599
888	25.13965079
889	25.13960769
890	25.13954376
891	25.13894023
892	25.13861697
893	25.13853411
894	25.13846068
895	25.13816715
896	25.13806413
897	25.13786515
898	25.13762167
899	25.13757139
900	25.13730977
901	25.13696425
902	25.13668485
903	25.13636244
904	25.13591283
905	25.13580479
906	25.13571848
907	25.13567798
908	25.13538574
909	25.13515607
910	25.1349117
911	25.13483302
912	25.13458556
913	25.13446921
914	25.13423848
915	25.13382428
916	25.13346918
917	25.13340683
918	25.1333942
919	25.13331863
920	25.13290278
921	25.13289376
922	25.13267764
923	25.13227925
924	25.13219359
925	25.13182789
926	25.13165455
927	25.13158003
928	25.13152573
929	25.13129612
930	25.13125425
931	25.13116879
932	25.13106599
933	25.13094962
934	25.13093994
935	25.13083725
936	25.13046569
937	25.13003524
938	25.1300245
939	25.12967485
940	25.12958359
941	25.12945074
942	25.12935628
943	25.1292027
944	25.12917926
945	25.12916201
946	25.12904023
947	25.12894327
948	25.12865037
949	25.12843096
950	25.12841421
951	25.12822684
952	25.12821977
953	25.12819882
954	25.12805331
955	25.1278563
956	25.12775554
957	25.12767362
958	25.12757584
959	25.12754516
960	25.1274686
961	25.12744262
962	25.12729189
963	25.12728054
964	25.12717336
965	25.12706027
966	25.12683035
967	25.12675037
968	25.12634541
969	25.12632143
970	25.12629615
971	25.12597438
972	25.12594579
973	25.12573279
974	25.12566939
975	25.1256153
976	25.12549713
977	25.1252296
978	25.12502962
979	25.12487589
980	25.1248197
981	25.12471522
982	25.1245087
983	25.12441244
984	25.12411161
985	25.12404814
986	25.12385966
987	25.12369018
988	25.12363863
989	25.12362952
990	25.12357055
991	25.12324125
992	25.12295363
993	25.12281037
994	25.12221262
995	25.12207515
996	25.1219974
997	25.12197736
998	25.12187396
999	25.12182811
1000	25.12177917
1001	25.12174612
1002	25.12166237
1003	25.12144894
1004	25.1213204
1005	25.121262
1006	25.12125334
1007	25.12114694
1008	25.12111027
1009	25.12109409
1010	25.12098014
1011	25.12061195
1012	25.12057756
1013	25.12037159
1014	25.12032171
1015	25.1201813
1016	25.11999416
1017	25.11992633
1018	25.11972341
1019	25.11942277
1020	25.11917297
1021	25.11915111
1022	25.1191402
1023	25.11911049
1024	25.11907715
1025	25.11898505
1026	25.11893601
1027	25.11882435
1028	25.11869916
1029	25.11848095
1030	25.11832654
1031	25.11830967
1032	25.11827355
1033	25.11824189
1034	25.1182111
1035	25.11808518
1036	25.11807119
1037	25.11795138
1038	25.11792675
1039	25.1178287
1040	25.11779939
1041	25.11779567
1042	25.11779139
1043	25.11777747
1044	25.11760076
1045	25.11756632
1046	25.11725616
1047	25.11721063
1048	25.11702383
1049	25.11688686
1050	25.11683136
1051	25.11673947
1052	25.11664553
1053	25.11662709
1054	25.1165336
1055	25.11651627
1056	25.11649318
1057	25.11641683
1058	25.11614625
1059	25.11602563
1060	25.11582458
1061	25.11581322
1062	25.11579627
1063	25.11575717
1064	25.11550228
1065	25.11546004
1066	25.11531335
1067	25.11509013
1068	25.11461416
1069	25.11451873
1070	25.11443116
1071	25.11435421
1072	25.11415109
1073	25.11410567
1074	25.11392915
1075	25.11375414
1076	25.11370106
1077	25.1135155
1078	25.1134627
1079	25.11343829
1080	25.11325878
1081	25.11310392
1082	25.11303486
1083	25.11291051
1084	25.11290223
1085	25.11276608
1086	25.11274947
1087	25.11273989
1088	25.11271219
1089	25.11270236
1090	25.11262272
1091	25.11230779
1092	25.11227064
1093	25.11222872
1094	25.11214407
1095	25.1120628
1096	25.1120271
1097	25.11198903
1098	25.11198237
1099	25.11196241
1100	25.11190804
1101	25.11186239
1102	25.11181134
1103	25.11144673
1104	25.11135305
1105	25.11117366
1106	25.11113059
1107	25.11111083
1108	25.11109976
1109	25.1110692
1110	25.11094634
1111	25.11087081
1112	25.11077443
1113	25.1107379
1114	25.11068638
1115	25.11067327
1116	25.11063623
1117	25.11054537
1118	25.11051704
1119	25.11037969
1120	25.11033355
1121	25.11030806
1122	25.11023617
1123	25.11017706
1124	25.11014743
1125	25.11013936
1126	25.11011147
1127	25.11008534
1128	25.11006062
1129	25.10995147
1130	25.10991951
1131	25.10990455
1132	25.10984568
1133	25.10974178
1134	25.10972263
1135	25.10972037
1136	25.10968101
1137	25.10968007
1138	25.10961396
1139	25.1096012
1140	25.10955699
1141	25.10955433
1142	25.10954468
1143	25.10951457
1144	25.10940381
1145	25.10935877
1146	25.10934505
1147	25.10931258
1148	25.10927332
1149	25.10922434
1150	25.10911664
1151	25.10898756
1152	25.1089285
1153	25.10885835
1154	25.10877958
1155	25.10871433
1156	25.10852505
1157	25.1085095
1158	25.10848109
1159	25.10845675
1160	25.10840691
1161	25.10825443
1162	25.10819011
1163	25.10809396
1164	25.10806412
1165	25.10803157
1166	25.10792528
1167	25.10790044
1168	25.10754929
1169	25.10747105
1170	25.10745807
1171	25.10736983
1172	25.10712954
1173	25.10711547
1174	25.1071039
1175	25.10708922
1176	25.10704911
1177	25.10703324
1178	25.10699628
1179	25.10679975
1180	25.10675695
1181	25.10674396
1182	25.10670143
1183	25.10668276
1184	25.10658767
1185	25.1065833
1186	25.10653882
1187	25.10652659
1188	25.10650077
1189	25.10649397
1190	25.1064929
1191	25.10646513
1192	25.10630103
1193	25.10625946
1194	25.10625734
1195	25.10618842
1196	25.10594685
1197	25.10592614
1198	25.10592316
1199	25.10557826
1200	25.10556974
1201	25.1055121
1202	25.10547059
1203	25.10529007
1204	25.10520246
1205	25.10512173
1206	25.10500008
1207	25.10498233
1208	25.10498114
1209	25.10491073
1210	25.10489743
1211	25.10487313
1212	25.10476515
1213	25.10471258
1214	25.10463471
1215	25.10457357
1216	25.10455802
1217	25.1045359
1218	25.10447207
1219	25.10446941
1220	25.10423758
1221	25.10422717
1222	25.10419483
1223	25.1040691
1224	25.1040466
1225	25.10403764
1226	25.10401356
1227	25.10400365
1228	25.10392055
1229	25.10388522
1230	25.10386371
1231	25.10385468
1232	25.10356546
1233	25.10354914
1234	25.10352848
1235	25.10344947
1236	25.10342629
1237	25.10341012
1238	25.10338793
1239	25.10336548
1240	25.10334037
1241	25.10324406
1242	25.10322251
1243	25.1031332
1244	25.10312816
1245	25.10307838
1246	25.10304601
1247	25.1030446
1248	25.10298314
1249	25.1029105
1250	25.10289249
1251	25.10287603
1252	25.10284244
1253	25.10280102
1254	25.10276669
1255	25.1026929
1256	25.10261824
1257	25.10253343
1258	25.10246429
1259	25.10243921
1260	25.10222006
1261	25.10217392
1262	25.10215639
1263	25.10213789
1264	25.10213187
1265	25.10210608
1266	25.10201716
1267	25.10196646
1268	25.10196101
1269	25.10192134
1270	25.10176255
1271	25.10173864
1272	25.10171671
1273	25.10151589
1274	25.10145091
1275	25.10143112
1276	25.10142925
1277	25.10140404
1278	25.10135615
1279	25.10132034
1280	25.10125397
1281	25.10123931
1282	25.10118602
1283	25.10116589
1284	25.10113783
1285	25.10110878
1286	25.10109963
1287	25.10108672
1288	25.10082263
1289	25.10081808
1290	25.10077033
1291	25.10071187
1292	25.10070532
1293	25.10069235
1294	25.10047673
1295	25.10041183
1296	25.10040225
1297	25.10039613
1298	25.10032447
1299	25.100274
1300	25.10026838
1301	25.10025018
1302	25.1002184
1303	25.10020229
1304	25.1001919
1305	25.10016095
1306	25.10012855
1307	25.09996964
1308	25.09995192
1309	25.0999309
1310	25.09991152
1311	25.0998861
1312	25.09987229
1313	25.099851
1314	25.0998454
1315	25.09981123
1316	25.09974993
1317	25.09973255
1318	25.09966489
1319	25.09964858
1320	25.09964345
1321	25.0996154
1322	25.09959286
1323	25.09953912
1324	25.09953102
1325	25.09943171
1326	25.09941508
1327	25.09940657
1328	25.09940013
1329	25.09936243
1330	25.0993229
1331	25.09931313
1332	25.09929872
1333	25.09928559
1334	25.09919043
1335	25.09915085
1336	25.09914644
1337	25.09914044
1338	25.09912989
1339	25.09909543
1340	25.09903895
1341	25.09903839
1342	25.09902857
1343	25.09901828
1344	25.09900298
1345	25.09899238
1346	25.09896837
1347	25.09893485
1348	25.09890729
1349	25.09886587
1350	25.09884176
1351	25.09882743
1352	25.09882486
1353	25.09879479
1354	25.09878487
1355	25.09877314
1356	25.09872943
1357	25.09859852
1358	25.098595
1359	25.09857753
1360	25.09856919
1361	25.0985434
1362	25.09853015
1363	25.09843498
1364	25.09842821
1365	25.09839834
1366	25.09839019
1367	25.09838657
1368	25.09837041
1369	25.09834027
1370	25.09832518
1371	25.0983027
1372	25.09809114
1373	25.09808145
1374	25.09804803
1375	25.09802257
1376	25.09801181
1377	25.09799724
1378	25.09786829
1379	25.09786134
1380	25.09783969
1381	25.09773382
1382	25.09772378
1383	25.09770391
1384	25.09767859
1385	25.09764602
1386	25.09762081
1387	25.0975906
1388	25.09757834
1389	25.0975548
1390	25.097537
1391	25.09752296
1392	25.09751279
1393	25.09740498
1394	25.09737644
1395	25.09737523
1396	25.097372
1397	25.09736844
1398	25.09735492
1399	25.09735178
1400	25.09734365
1401	25.09733842
1402	25.09732317
1403	25.09728878
1404	25.09728694
1405	25.09724987
1406	25.09724508
1407	25.09722958
1408	25.09721014
1409	25.09719008
1410	25.09716172
1411	25.09713905
1412	25.09709144
1413	25.09708578
1414	25.09706033
1415	25.09705628
1416	25.09704043
1417	25.09702442
1418	25.09697611
1419	25.09697141
1420	25.09693514
1421	25.09693407
1422	25.09690704
1423	25.09690597
1424	25.09688256
1425	25.09686446
1426	25.09683371
1427	25.09683191
1428	25.09680028
1429	25.0968
1430	25.09678379
1431	25.09675105
1432	25.09674989
1433	25.09674888
1434	25.09673378
1435	25.09672944
1436	25.09668999
1437	25.09663772
1438	25.09658763
1439	25.09658468
1440	25.09654105
1441	25.09651006
1442	25.09649195
1443	25.09647219
1444	25.09646825
1445	25.09640521
1446	25.09639233
1447	25.09638991
1448	25.09638591
1449	25.09637752
1450	25.09637388
1451	25.09637331
1452	25.09635592
1453	25.09633371
1454	25.09630721
1455	25.09630305
1456	25.0962955
1457	25.09628373
1458	25.09627751
1459	25.09626601
1460	25.09626255
1461	25.09625688
1462	25.09623841
1463	25.09621113
1464	25.09618946
1465	25.09615774
1466	25.09614469
1467	25.09611547
1468	25.09608519
1469	25.09608091
1470	25.09605381
1471	25.09604638
1472	25.09601259
1473	25.09600298
1474	25.09599589
1475	25.09597957
1476	25.09587303
1477	25.09585862
1478	25.09584978
1479	25.09584754
1480	25.09584332
1481	25.09584115
1482	25.0958397
1483	25.09582632
1484	25.09582128
1485	25.09581975
1486	25.09581523
1487	25.09581294
1488	25.09576909
1489	25.09576741
1490	25.09576161
1491	25.09573848
1492	25.09554926
1493	25.09554062
1494	25.09553403
1495	25.09551941
1496	25.09551199
1497	25.09549987
1498	25.09549841
1499	25.09547519
1500	25.0954699
1501	25.09546558
1502	25.09545066
1503	25.09544378
1504	25.09544317
1505	25.09539794
1506	25.0953925
1507	25.09533366
1508	25.09531755
1509	25.0953132
1510	25.09525754
1511	25.09525535
1512	25.09524574
1513	25.09523091
1514	25.0952194
1515	25.09521252
1516	25.09518345
1517	25.09514098
1518	25.09514062
1519	25.09513989
1520	25.0951021
1521	25.09509979
1522	25.09505956
1523	25.09504952
1524	25.09504612
1525	25.09493067
1526	25.09491942
1527	25.09490308
1528	25.09489746
1529	25.09481061
1530	25.09480874
1531	25.09480444
1532	25.09479617
1533	25.09478266
1534	25.09478204
1535	25.09476586
1536	25.0947465
1537	25.09473826
1538	25.09473591
1539	25.09473349
1540	25.09472893
1541	25.09472388
1542	25.09471726
1543	25.09471583
1544	25.09469728
1545	25.0946961
1546	25.09469511
1547	25.0945818
1548	25.09457966
1549	25.09457743
1550	25.09457009
1551	25.09456303
1552	25.09455995
1553	25.09455051
1554	25.09454953
1555	25.09451894
1556	25.09451145
1557	25.09448059
1558	25.09446582
1559	25.0944623
1560	25.09442608
1561	25.0944131
1562	25.09435277
1563	25.09434747
1564	25.09431045
1565	25.09428775
1566	25.09420678
1567	25.09417725
1568	25.09417484
1569	25.09414874
1570	25.09413334
1571	25.09411068
1572	25.09410072
1573	25.09408065
1574	25.0940772
1575	25.09406231
1576	25.09405505
1577	25.09402176
1578	25.09401539
1579	25.09401217
1580	25.09401059
1581	25.09400434
1582	25.09399359
1583	25.09398557
1584	25.09397701
1585	25.09397572
1586	25.0939757
1587	25.09397085
1588	25.09396795
1589	25.09396297
1590	25.09388246
1591	25.09386802
1592	25.09376197
1593	25.09375282
1594	25.0937448
1595	25.09364373
1596	25.09363476
1597	25.09363334
1598	25.09363035
1599	25.09361998
1600	25.09361812
1601	25.09361629
1602	25.09361569
1603	25.09360518
1604	25.09360371
1605	25.0936028
1606	25.09360011
1607	25.09359366
1608	25.09357123
1609	25.09356647
1610	25.09356561
1611	25.09355362
1612	25.09350938
1613	25.09347756
1614	25.09333084
1615	25.09332492
1616	25.09331383
1617	25.09331239
1618	25.09328909
1619	25.09328769
1620	25.09326928
1621	25.09326859
1622	25.09321737
1623	25.09320965
1624	25.09317522
1625	25.09317204
1626	25.0931381
1627	25.09311117
1628	25.09308294
1629	25.09308195
1630	25.09307205
1631	25.09306679
1632	25.09306375
1633	25.09305644
1634	25.09305335
1635	25.09304025
1636	25.09303062
1637	25.09301521
1638	25.09300498
1639	25.09299945
1640	25.09288041
1641	25.09287803
1642	25.09287139
1643	25.09287008
1644	25.09278078
1645	25.09277613
1646	25.09276521
1647	25.09276448
1648	25.09275363
1649	25.09274512
1650	25.09272693
1651	25.09271848
1652	25.09271113
1653	25.09269475
1654	25.09268994
1655	25.09268459
1656	25.09268003
1657	25.09267714
1658	25.09266315
1659	25.09265954
1660	25.09265949
1661	25.09265583
1662	25.09265253
1663	25.09264721
1664	25.09258112
1665	25.09258041
