iter	RMSE
1666	25.09256574
1667	25.09256034
1668	25.09255892
1669	25.09255871
1670	25.09254852
1671	25.09254119
1672	25.09253955
1673	25.09253738
1674	25.09253589
1675	25.09252784
1676	25.09248277
1677	25.09248045
1678	25.09246654
1679	25.09246123
1680	25.09240627
1681	25.09240096
1682	25.09239575
1683	25.0923919
1684	25.09239037
1685	25.09238363
1686	25.09237777
1687	25.0923641
1688	25.09236097
1689	25.09236089
1690	25.09235948
1691	25.09235947
1692	25.09235556
1693	25.09235261
1694	25.09235011
1695	25.09234573
1696	25.09234514
1697	25.09233696
1698	25.09232127
1699	25.09231759
1700	25.09231572
1701	25.09231371
1702	25.09230085
1703	25.0922746
1704	25.09227321
1705	25.09227219
1706	25.09225958
1707	25.09225915
1708	25.09225834
1709	25.09225433
1710	25.09224319
1711	25.09224238
1712	25.09224049
1713	25.09223549
1714	25.09223484
1715	25.09222353
1716	25.09221913
1717	25.09221535
1718	25.09221473
1719	25.09221359
1720	25.09216807
1721	25.0921661
1722	25.09216107
1723	25.09215487
1724	25.09215267
1725	25.09215006
1726	25.09214749
1727	25.09214381
1728	25.09214272
1729	25.09211923
1730	25.0921186
1731	25.09210366
1732	25.09210351
1733	25.09209215
1734	25.09208002
1735	25.09207499
1736	25.09206149
1737	25.09205844
1738	25.09205507
1739	25.09205279
1740	25.09204844
1741	25.09202988
1742	25.09202043
1743	25.09201721
1744	25.0920143
1745	25.09201118
1746	25.0919833
1747	25.09198142
1748	25.09197755
1749	25.09197266
1750	25.09197249
1751	25.09197209
1752	25.09195834
1753	25.09195813
1754	25.09194564
1755	25.09194016
1756	25.09193657
1757	25.09193619
1758	25.09193416
1759	25.09193205
1760	25.09192909
1761	25.09192769
1762	25.09192751
1763	25.09192413
1764	25.09192152
1765	25.09191347
1766	25.09190934
1767	25.09190712
1768	25.09178713
1769	25.09178397
1770	25.09167966
1771	25.09167055
1772	25.09166564
1773	25.0916555
1774	25.09164921
1775	25.0916472
1776	25.09155372
1777	25.09155058
1778	25.09154952
1779	25.09154949
1780	25.0915487
1781	25.09154139
1782	25.09146655
1783	25.09142297
1784	25.09140537
1785	25.09140061
1786	25.09139956
1787	25.09139799
1788	25.09133614
1789	25.09132939
1790	25.09132107
1791	25.09131773
1792	25.09131755
1793	25.09131568
1794	25.09131457
1795	25.09131419
1796	25.09130385
1797	25.0913013
1798	25.09130103
1799	25.0912974
1800	25.09126617
1801	25.09125858
1802	25.0912576
1803	25.09121115
1804	25.09120152
1805	25.09120098
1806	25.0912007
1807	25.09120043
1808	25.09111029
1809	25.09110704
1810	25.09110167
1811	25.09109482
1812	25.09109215
1813	25.09108939
1814	25.09108224
1815	25.09108214
1816	25.0910735
1817	25.09107269
1818	25.09107088
1819	25.09106805
1820	25.09106746
1821	25.09106621
1822	25.09099698
1823	25.09099644
1824	25.09099337
1825	25.09098666
1826	25.09098582
1827	25.09098536
1828	25.09098286
1829	25.09098048
1830	25.09098002
1831	25.09097716
1832	25.09097692
1833	25.09097687
1834	25.09097049
1835	25.09096783
1836	25.09096632
1837	25.09095906
1838	25.09095819
1839	25.09095758
1840	25.09095729
1841	25.09095656
1842	25.0909423
1843	25.09091483
1844	25.09091406
1845	25.09091245
1846	25.09090633
1847	25.09090182
1848	25.09089954
1849	25.09089724
1850	25.09088033
1851	25.09086908
1852	25.09086848
1853	25.09086816
1854	25.09086598
1855	25.09086401
1856	25.09086331
1857	25.0908609
1858	25.09086028
1859	25.09085894
1860	25.09085515
1861	25.09085162
1862	25.09084843
1863	25.09084291
1864	25.09084106
1865	25.09083816
1866	25.09083491
1867	25.09083478
1868	25.09082458
1869	25.09082098
1870	25.09081655
1871	25.09081564
1872	25.0908107
1873	25.09080833
1874	25.0908077
1875	25.09080599
1876	25.09080448
1877	25.09080352
1878	25.09080305
1879	25.09080264
1880	25.09080038
1881	25.09079837
1882	25.09079676
1883	25.09076203
1884	25.09075935
1885	25.09075902
1886	25.09075871
1887	25.0907552
1888	25.09075052
1889	25.09074505
1890	25.09074418
1891	25.09073779
1892	25.09073325
1893	25.09072754
1894	25.090701
1895	25.09065308
1896	25.090653
1897	25.09065184
1898	25.09061184
1899	25.09060828
1900	25.09060151
1901	25.09059149
1902	25.09058508
1903	25.09057267
1904	25.09057167
1905	25.09056378
1906	25.09056287
1907	25.090559
1908	25.0905587
1909	25.09055564
1910	25.09055389
1911	25.0905499
1912	25.09054718
1913	25.09054555
1914	25.09054141
1915	25.09054017
1916	25.09053732
1917	25.09053725
1918	25.09053542
1919	25.09053318
1920	25.09053125
1921	25.0905256
1922	25.09052102
1923	25.09051967
1924	25.09051881
1925	25.0905171
1926	25.09051519
1927	25.09051092
1928	25.09050691
1929	25.09050549
1930	25.09050462
1931	25.09049516
1932	25.09049462
1933	25.09049082
1934	25.0904898
1935	25.09048959
1936	25.09048892
1937	25.09048388
1938	25.09048358
1939	25.09047944
1940	25.0904791
1941	25.09047708
1942	25.09047271
1943	25.09047233
1944	25.0904246
1945	25.09039621
1946	25.0903929
1947	25.09039094
1948	25.09038883
1949	25.09038582
1950	25.09038439
1951	25.09038262
1952	25.09038199
1953	25.0903741
1954	25.0903716
1955	25.09037028
1956	25.09036957
1957	25.09036784
1958	25.09035532
1959	25.09035423
1960	25.0903539
1961	25.09035309
1962	25.09027751
1963	25.09027742
1964	25.09027589
1965	25.09027485
1966	25.09027452
1967	25.09027326
1968	25.09026932
1969	25.09026811
1970	25.09026787
1971	25.09022998
1972	25.09022975
1973	25.0902266
1974	25.09021665
1975	25.09021646
1976	25.09021528
1977	25.09021478
1978	25.090212
1979	25.09016675
1980	25.0901667
1981	25.09015515
1982	25.09013754
1983	25.09013636
1984	25.09013444
1985	25.09013299
1986	25.0901198
1987	25.0901185
1988	25.09011794
1989	25.09011562
1990	25.09011228
1991	25.09010207
1992	25.09010019
1993	25.09009561
1994	25.09009497
1995	25.09009405
1996	25.09008616
1997	25.09008445
1998	25.09008186
1999	25.09008149
